agency_name,separation,Trump_Separations
MI00-MILLENNIUM CHALLENGE CORPORATION,Death,0
NF00-NATIONAL SCIENCE FOUNDATION,Death,1
NK00-NATIONAL COUNCIL ON DISABILITY,Death,0
NL00-NATIONAL LABOR RELATIONS BOARD,Death,1
NM00-NATIONAL MEDIATION BOARD,Death,0
"NN10-HEADQUARTERS, NASA",Death,2
NN21-AMES RESEARCH CENTER,Death,2
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,Death,3
NN23-LANGLEY RESEARCH CENTER,Death,0
NN24-DRYDEN FLIGHT RESEARCH CENTER,Death,1
NN51-GODDARD SPACE FLIGHT CENTER,Death,3
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,Death,2
NN64-JOHN C. STENNIS SPACE CENTER,Death,0
NN72-LYNDON B. JOHNSON SPACE CENTER,Death,3
NN76-JOHN F. KENNEDY SPACE CENTER,Death,1
NP00-NATIONAL CAPITAL PLANNING COMMISSION,Death,0
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,Death,3
NS00-NATIONAL SECURITY COUNCIL,Death,0
NU00-NUCLEAR REGULATORY COMMISSION,Death,2
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,Death,1
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",Death,3
NV14-OFFICE OF NAVAL RESEARCH,Death,1
NV15-NAVAL INTELLIGENCE COMMAND,Death,1
NV18-NAVAL MEDICAL COMMAND,Death,10
NV19-NAVAL AIR SYSTEMS COMMAND,Death,32
NV22-BUREAU OF NAVAL PERSONNEL,Death,1
NV23-NAVAL SUPPLY SYSTEMS COMMAND,Death,7
NV24-NAVAL SEA SYSTEMS COMMAND,Death,33
NV25-NAVAL FACILITIES ENGINEERING COMMAND,Death,20
NV27-U.S. MARINE CORPS,Death,22
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,Death,0
NV33-MILITARY SEALIFT COMMAND,Death,2
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,Death,8
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,Death,0
"NV52-COMMANDER, NAVY INSTALLATIONS",Death,19
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",Death,33
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",Death,17
NV72-NAVAL RESERVE FORCE,Death,0
NV74-NAVAL SPECIAL WARFARE COMMAND,Death,1
NV76-NAVAL EDUCATION AND TRAINING COMMAND,Death,5
OM00-OFFICE OF PERSONNEL MANAGEMENT,Death,4
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,Death,0
PU00-PEACE CORPS,Death,0
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,Death,0
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,Death,1
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,Death,0
RH00-ARMED FORCES RETIREMENT HOME,Death,0
RO**-UNSPECIFIED,Death,0
RO00-MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,Death,0
RR00-RAILROAD RETIREMENT BOARD,Death,1
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,Death,0
RZ00-RECOVERY ACT ACCOUNTABILITY & TRANSPARENCY BOARD,Death,0
SB00-SMALL BUSINESS ADMINISTRATION,Death,4
SE00-SECURITIES AND EXCHANGE COMMISSION,Death,2
SK00-CONSUMER PRODUCT SAFETY COMMISSION,Death,0
SM01-NATIONAL GALLERY OF ART,Death,0
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,Death,0
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),Death,4
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,Death,0
SS00-SELECTIVE SERVICE SYSTEM,Death,0
ST00-DEPARTMENT OF STATE,Death,10
SZ00-SOCIAL SECURITY ADMINISTRATION,Death,56
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,Death,0
TC00-U.S. INTERNATIONAL TRADE COMMISSION,Death,1
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,Death,1
TD03-FEDERAL AVIATION ADMINISTRATION,Death,36
TD04-FEDERAL HIGHWAY ADMINISTRATION,Death,2
TD05-FEDERAL RAILROAD ADMINISTRATION,Death,1
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,Death,0
TD09-FEDERAL TRANSIT ADMINISTRATION,Death,0
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Death,0
"TD11-OFFICE OF THE SECRETARY, RESEARCH AND TECHNOLOGY",Death,0
TD12-OFFICE OF INSPECTOR GENERAL,Death,1
TD13-MARITIME ADMINISTRATION,Death,3
TD15-SURFACE TRANSPORTATION BOARD,Death,0
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,Death,0
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,Death,2
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,Death,0
TR35-OFFICE OF THRIFT SUPERVISION,Death,0
TR36-SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSETS RELIEF PROGRAM (TARP),Death,1
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,Death,0
TR91-DEPARTMENTAL OFFICES,Death,1
TR93-INTERNAL REVENUE SERVICE,Death,120
TR95-OFFICE OF INSPECTOR GENERAL,Death,0
TRAA-FINANCIAL MANAGEMENT SERVICE,Death,0
TRAB-BUREAU OF THE PUBLIC DEBT,Death,0
TRAD-U.S. MINT,Death,4
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,Death,0
TRAI-BUREAU OF ENGRAVING AND PRINTING,Death,1
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,Death,1
TRFD-BUREAU OF THE FISCAL SERVICE,Death,7
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,Death,1
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,Death,0
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,Death,0
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,Death,0
VA**-UNSPECIFIED,Death,0
VAAA-OFFICE OF THE SECRETARY,Death,1
VAAD-BOARD OF VETERANS APPEALS,Death,0
VAAE-GENERAL COUNSEL,Death,0
VAAF-INSPECTOR GENERAL,Death,2
VAAG-MY VA INITIATIVE,Death,0
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,Death,0
VABC-ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT,Death,1
VABD-ASSISTANT SECRETARY FOR DIVERSITY & INCLUSION,Death,0
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,Death,0
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,Death,0
VABG-DEPUTY ASSISTANT SECRETARY FOR CORPORATE SENIOR EXECUTIVE MANAGEMENT,Death,0
VABH-DEPUTY ASSISTANT SECRETARY FOR LABOR MANAGEMENT RELATIONS,Death,0
VABI-DEAN FOR VA LEARNING UNIVERSITY,Death,0
VABJ-VETERAN EMPLOYMENT SERVICES OFFICE,Death,0
VABK-OFFICE OF ENTERPRISE OPERATIONS,Death,0
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,Death,0
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,Death,0
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,Death,0
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,Death,0
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,Death,0
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,Death,3
"VAGA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR OPERATIONS, SECURITY, AND PREPAREDNESS",Death,0
VAGB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,Death,0
VAGC-DEPUTY ASSISTANT SECRETARY FOR EMERGENCY MANAGEMENT,Death,0
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,Death,0
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,Death,0
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,Death,0
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,Death,0
VAHG-VET CUSTOMER EXPER (VCE),Death,0
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,Death,0
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,Death,0
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Death,0
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,Death,0
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,Death,0
VALA-VETERANS BENEFITS ADMINISTRATION,Death,19
VAPA-NATIONAL CEMETERY ADMINISTRATION,Death,2
VATA-VETERANS HEALTH ADMINISTRATION,Death,329
VB00-COMMISSION TO ELIMINATE CHILD ABUSE AND NEGLECT FATALITIES,Death,0
VD00-PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,Death,0
WX00-WORLD WAR 1 CENTENNIAL COMMISSION,Death,0
YF00-FINANCIAL CRISIS INQUIRY COMMISSION,Death,0
YG00-RONALD REAGAN CENTENNIAL COMMISSION,Death,0
ZL**-UNSPECIFIED,Death,0
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,Death,0
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,Death,0
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,Death,0
ZU00-DWIGHT D. EISENHOWER MEMORIAL COMMISSION,Death,0
AA00-ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,Other Separation,0
AB**-UNSPECIFIED,Other Separation,0
AB00-AMERICAN BATTLE MONUMENTS COMMISSION,Other Separation,0
AF**-UNSPECIFIED,Other Separation,0
AF02-AIR FORCE INSPECTION AGENCY (FO),Other Separation,0
AF03-AIR FORCE OPERATIONAL TEST AND EVALUATION CENTER,Other Separation,0
AF04-AIR FORCE COMMUNICATIONS AGENCY,Other Separation,0
AF05-AIR FORCE INTELLIGENCE ANALYSIS AGENCY,Other Separation,0
AF06-AIR FORCE AUDIT AGENCY,Other Separation,0
AF07-AIR FORCE OFFICE OF SPECIAL INVESTIGATIONS,Other Separation,0
AF08-AIR FORCE OFFICE OF SECURITY POLICE,Other Separation,0
AF09-AIR FORCE PERSONNEL CENTER,Other Separation,0
AF0B-U.S. AIR FORCE ACADEMY,Other Separation,0
"AF0D-U.S. AIR FORCES, EUROPE",Other Separation,0
AF0J-AIR EDUCATION AND TRAINING COMMAND,Other Separation,0
"AF0M-HEADQUARTERS, AIR FORCE RESERVE",Other Separation,0
"AF0N-HEADQUARTERS, U.S. AIR FORCE",Other Separation,0
AF0R-PACIFIC AIR FORCES,Other Separation,0
AF0U-25 AF,Other Separation,0
AF0V-AIR FORCE SPECIAL OPERATIONS COMMAND,Other Separation,0
AF11-AIR FORCE MANPOWER AGENCY,Other Separation,0
AF12-AIR FORCE PUBLIC AFFAIRS AGENCY,Other Separation,0
AF13-HQ USAF AND SUPPORT ELEMENTS,Other Separation,0
AF14-AIR FORCE INSTALLATION CONTRACTING AGENCY,Other Separation,0
AF15-AIR FORCE CIVIL ENGINEER CENTER,Other Separation,0
AF16-AIR FORCE MORTUARY AFFAIRS OPERATIONS,Other Separation,0
AF17-AF INSTALLATION AND MISSION SUPPORT,Other Separation,0
AF1B-AIR FORCE MANPOWER ANALYSIS AGENCY,Other Separation,0
AF1C-AIR COMBAT COMMAND,Other Separation,0
AF1G-AIR FORCE LOGISTICS MANAGEMENT AGENCY,Other Separation,0
AF1L-AIR MOBILITY COMMAND,Other Separation,0
AF1M-AIR FORCE MATERIEL COMMAND,Other Separation,0
AF1P-AIR FORCE REAL PROPERTY AGENCY,Other Separation,0
AF1Q-HQ AF FLIGHT STANDARDS AGENCY,Other Separation,0
"AF1S-HEADQUARTERS, AIR FORCE SPACE COMMAND",Other Separation,0
AF1W-AIR FORCE ENGINEERING AND SERVICES CENTER,Other Separation,0
AF1Y-AIR FORCE CIVILIAN CAREER TRAINING,Other Separation,0
AF20-AIR FORCE AGENCY FOR MODELING/SIMULATION,Other Separation,0
AF24-HQ USAF DIRECT SUPPORT ELEMENT,Other Separation,0
AF25-AF-WIDE SUPPORT ELEMENT,Other Separation,0
AF2A-AIR FORCE COST ANALYSIS AGENCY,Other Separation,0
AF2D-AIR FORCE PERSONNEL OPERATIONS AGENCY,Other Separation,0
AF2E-AIR FORCE LEGAL OPERATIONS AGENCY,Other Separation,0
AF2F-AIR FORCE MEDICAL SERVICES CENTER,Other Separation,0
AF2H-AIR FORCE COMBAT OPERATIONS STAFF,Other Separation,0
AF2I-AIR NATIONAL GUARD SUPPORT CENTER,Other Separation,0
AF2K-AIR FORCE HISTORICAL RESEARCH AGENCY,Other Separation,0
AF2L-AIR FORCE TECHNICAL APPLICATIONS CENTER,Other Separation,0
AF2M-AIR FORCE REVIEW BOARDS AGENCY,Other Separation,0
AF2Q-AIR WEATHER SERVICE,Other Separation,0
AF2R-AIR FORCE PROGRAM EXECUTIVE OFFICE,Other Separation,0
AF2S-AIR FORCE ELEMENTS NORAD,Other Separation,0
AF2T-AIR FORCE SAFETY CENTER,Other Separation,0
"AF2U-AIR FORCE MORALE, WELFARE AND RECREATION CENTER",Other Separation,0
AF2Z-AIR FORCE MEDICAL OPERATIONS AGENCY,Other Separation,0
AF34-AIR NATIONAL GUARD,Other Separation,0
"AF3C-AIR FORCE ELEMENTS, U.S. CENTRAL COMMAND",Other Separation,0
"AF3D-AIR FORCE ELEMENTS, U.S. SPECIAL OPERATIONS COMMAND",Other Separation,0
"AF3N-AIR FORCE ELEMENTS, U.S. ATLANTIC COMMAND",Other Separation,0
"AF3Q-AIR FORCE ELEMENTS, U.S. STRATEGIC COMMAND",Other Separation,0
"AF3T-AIR FORCE ELEMENTS, U.S. TRANSPORTATION COMMAND",Other Separation,0
AF3V-AIR FORCE ELEMENTS,Other Separation,0
AF3W-AIR FORCE CENTER FOR ENGINEER & ENVIRONMENT,Other Separation,0
AF40-NATIONAL AIR AND SPACE INTELLIGENCE CENTER,Other Separation,0
"AF4D-AIR FORCE ELEMENTS, U.S. NORTHERN COMMAND",Other Separation,0
AF4V-NON-DOD AND OTHER SUPPORT,Other Separation,0
AF4W-AIR FORCE DISTRICT OF WASHINGTON,Other Separation,0
AF5J-AIR FORCE FINANCIAL SERVICES,Other Separation,0
AF5K-AIR FORCE PETROLEUM AGENCY,Other Separation,0
AFGS-AIR FORCE GLOBAL STRIKE COMMAND,Other Separation,0
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),Other Separation,0
"AFZG-U.S. SPECIAL OPERATIONS COMMAND (ANG, TITLE 32)",Other Separation,0
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,Other Separation,0
AG02-AGRICULTURAL MARKETING SERVICE,Other Separation,0
AG03-AGRICULTURAL RESEARCH SERVICE,Other Separation,0
AG07-RURAL HOUSING SERVICE,Other Separation,0
AG08-RISK MANAGEMENT AGENCY,Other Separation,0
AG10-FOREIGN AGRICULTURAL SERVICE,Other Separation,0
AG11-FOREST SERVICE,Other Separation,0
AG13-OFFICE OF COMMUNICATIONS,Other Separation,0
AG14-OFFICE OF THE GENERAL COUNSEL,Other Separation,0
AG15-RURAL UTILITIES SERVICE,Other Separation,0
AG16-NATURAL RESOURCES CONSERVATION SERVICE,Other Separation,1
AG18-ECONOMIC RESEARCH SERVICE,Other Separation,0
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,Other Separation,0
AG22-NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,Other Separation,0
AG23-OFFICE OF THE INSPECTOR GENERAL,Other Separation,0
AG30-FOOD AND NUTRITION SERVICE,Other Separation,0
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,Other Separation,0
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERVICE,Other Separation,0
"AG36-GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",Other Separation,0
AG37-FOOD SAFETY AND INSPECTION SERVICE,Other Separation,0
AG38-OFFICE OF THE CHIEF ECONOMIST,Other Separation,0
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,Other Separation,0
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,Other Separation,0
AGAO-OFFICE OF ADVOCACY AND OUTREACH,Other Separation,0
AGCR-CIVIL RIGHTS,Other Separation,0
AGDA-DEPARTMENTAL ADMINISTRATION,Other Separation,0
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,Other Separation,0
AGFA-FARM SERVICE AGENCY,Other Separation,0
AGHL-HOMELAND SECURITY STAFF,Other Separation,0
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,Other Separation,0
AGNA-NATIONAL APPEALS DIVISION,Other Separation,0
AH01-NATIONAL ENDOWMENT FOR THE ARTS,Other Separation,0
AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES,Other Separation,0
AH03-INSTITUTE OF MUSEUM AND LIBRARY SERVICES,Other Separation,0
AM00-AGENCY FOR INTERNATIONAL DEVELOPMENT,Other Separation,1
AN00-AFRICAN DEVELOPMENT FOUNDATION,Other Separation,0
AP00-APPALACHIAN REGIONAL COMMISSION,Other Separation,0
AR2A-UNITED STATES ARMY CYBER COMMAND,Other Separation,0
AR3A-U.S. ARMY CENTRAL,Other Separation,0
AR5A-U.S. ARMY NORTH,Other Separation,0
ARA1-US ARMY AFRICA/SOUTHERN EUROPEAN TASK FORCE (USAFRAF/SETAF),Other Separation,0
ARAA-U. S. ARMY ACCESSION COMMAND,Other Separation,0
ARAE-U.S. ARMY ACQUISITION SUPPORT CENTER,Other Separation,0
ARAN-U.S. ARMY NATIONAL MILITARY CEMETERIES,Other Separation,0
ARAP-U. S. MILITARY ENTRANCE PROCESSING COMMAND,Other Separation,0
ARAS-U.S. ARMY INTELLIGENCE AND SECURITY COMMAND,Other Separation,0
ARAT-U.S. ARMY TEST AND EVALUATION COMMAND,Other Separation,0
ARBA-U.S. ARMY INSTALLATION MANAGEMENT COMMAND,Other Separation,0
ARCB-U.S. ARMY CRIMINAL INVESTIGATION COMMAND,Other Separation,0
ARCE-U.S. ARMY CORPS OF ENGINEERS,Other Separation,0
ARCS-IMMEDIATE OFFICE OF THE CHIEF OF STAFF OF THE ARMY,Other Separation,0
ARE1-IMMEDIATE OFFICE OF THE COMMANDER-IN-CHIEF OF THE U.S. ARMY EUROPE AND SEVENTH ARMY,Other Separation,0
ARE2-21ST THEATER ARMY AREA COMMAND,Other Separation,0
ARE5-U.S. ARMY V CORPS,Other Separation,0
AREN-SEVENTH ARMY TRAINING COMMAND,Other Separation,0
ARFC-U.S. ARMY FORCES COMMAND,Other Separation,0
ARG6-U.S. ARMY NETWORK ENTERPRISE TECHNOLOGY COMMAND/9TH ARMY SIGNAL COMMAND,Other Separation,0
ARGB-OFFICE OF THE CHIEF OF THE NATIONAL GUARD BUREAU,Other Separation,0
ARHR-U.S. ARMY RESERVE COMMAND,Other Separation,0
ARJ1-U.S. ARMY ELEMENT SHAPE,Other Separation,0
ARJA-JOINT ACTIVITIES,Other Separation,0
ARMA-U.S. MILITARY ACADEMY,Other Separation,0
ARMC-U.S. ARMY MEDICAL COMMAND,Other Separation,0
ARMW-U.S. ARMY MILITARY DISTRICT OF WASHINGTON,Other Separation,0
ARNG-ARMY NATIONAL GUARD UNITS (TITLE 32),Other Separation,0
"ARP1-U.S. ARMY, PACIFIC",Other Separation,0
ARP8-EIGHTH U.S. ARMY,Other Separation,0
ARSA-OFFICE OF THE SECRETARY OF THE ARMY,Other Separation,0
ARSB-FIELD OPERATING OFFICES OF THE OFFICE OF THE SECRETARY OF THE ARMY,Other Separation,0
ARSC-U. S. ARMY SPACE AND MISSILE DEFENSE COMMAND/U. S. ARMY FORCES STRATEGIC COMMAND,Other Separation,0
ARSE-HQDA FIELD OPERATING AGENCIES AND STAFF SUPPORT AGENCIES AND STAFF SUPPORT AGENCIES,Other Separation,0
ARSF-MISCELLANEOUS FIELD OPERATING AGENCIES,Other Separation,0
"ARSJ-JOINT SERVICES AND ACTIVITIES SUPPORTED BY THE OFFICE, SECRETARY OF THE ARMY",Other Separation,0
ARSO-U.S. ARMY SOUTH,Other Separation,0
ARSP-U.S. SPECIAL OPERATIONS COMMAND (ARMY),Other Separation,0
ARTA-U.S. ARMY ACCESSIONS COMMAND,Other Separation,0
ARTC-U.S. ARMY TRAINING AND DOCTRINE COMMAND,Other Separation,0
ARTW-U.S. ARMY WAR COLLEGE,Other Separation,0
ARX1-414TH SUPPORT BRIGADE,Other Separation,0
"ARX2-HEADQUARTERS, AMC",Other Separation,0
"ARX4-TRAINING ACTIVITIES, AMC",Other Separation,0
ARX6-U.S. ARMY AVIATION AND MISSILE COMMAND,Other Separation,0
ARX7-U.S. ARMY TANK-AUTOMOTIVE AND ARMAMENT COMMAND (TACOM),Other Separation,0
ARX8-U.S. ARMY COMMUNICATIONS ELECTRONICS COMMAND,Other Separation,0
ARXB-U.S. ARMY CHEMICAL MATERIALS ACTIVITY,Other Separation,0
ARXC-U.S. ARMY SUSTAINMENT COMMAND,Other Separation,0
ARXD-U. S. ARMY CONTRACTING COMMAND,Other Separation,0
ARXK-MATERIEL ACQUISITION ACTIVITIES,Other Separation,0
ARXP-U.S. ARMY SECURITY ASSISTANCE COMMAND,Other Separation,0
ARXQ-U.S. ARMY JOINT MUNITIONS COMMAND,Other Separation,0
"ARXR-U.S. ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND",Other Separation,0
ARXT-U.S. ARMY MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND,Other Separation,0
ARXX-MATERIEL READINESS ACTIVITIES,Other Separation,0
AU00-FEDERAL LABOR RELATIONS AUTHORITY,Other Separation,0
AW00-ARCTIC RESEARCH COMMISSION,Other Separation,0
BD00-MERIT SYSTEMS PROTECTION BOARD,Other Separation,0
BF00-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Other Separation,0
BG00-PENSION BENEFIT GUARANTY CORPORATION,Other Separation,0
BH00-COMMISSION FOR THE PRESERVATION OF AMERICA'S HERITAGE ABROAD,Other Separation,0
BK00-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,Other Separation,0
BO00-OFFICE OF MANAGEMENT AND BUDGET,Other Separation,0
BT00-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,Other Separation,0
BW00-NUCLEAR WASTE TECHNICAL REVIEW BOARD,Other Separation,0
BZ00-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,Other Separation,0
CC00-COMMISSION ON CIVIL RIGHTS,Other Separation,0
CE00-COUNCIL OF ECONOMIC ADVISERS,Other Separation,0
CF00-COMMISSION OF FINE ARTS,Other Separation,0
CM51-OFFICE OF THE SECRETARY,Other Separation,0
CM52-ECONOMIC DEVELOPMENT ADMINISTRATION,Other Separation,0
CM53-BUREAU OF ECONOMIC ANALYSIS,Other Separation,0
CM54-NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,Other Separation,0
CM55-INTERNATIONAL TRADE ADMINISTRATION,Other Separation,0
CM56-PATENT AND TRADEMARK OFFICE,Other Separation,0
CM57-NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,Other Separation,0
CM59-MINORITY BUSINESS DEVELOPMENT AGENCY,Other Separation,0
CM61-NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,Other Separation,0
CM62-NATIONAL TECHNICAL INFORMATION SERVICE,Other Separation,0
CM63-BUREAU OF THE CENSUS,Other Separation,0
CM64-OFFICE OF THE INSPECTOR GENERAL,Other Separation,0
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,Other Separation,0
CM67-BUREAU OF INDUSTRY AND SECURITY,Other Separation,1
CT00-COMMODITY FUTURES TRADING COMMISSION,Other Separation,0
CU00-NATIONAL CREDIT UNION ADMINISTRATION,Other Separation,0
DB00-PUBLIC INTEREST DECLASSIFICATION BOARD,Other Separation,0
DD01-OFFICE OF THE SECRETARY OF DEFENSE,Other Separation,0
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,Other Separation,0
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,Other Separation,0
DD06-DEFENSE SECURITY COOPERATION AGENCY,Other Separation,0
DD07-DEFENSE LOGISTICS AGENCY,Other Separation,0
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,Other Separation,0
DD10-DEFENSE CONTRACT AUDIT AGENCY,Other Separation,0
DD12-DEFENSE SECURITY SERVICE,Other Separation,0
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,Other Separation,0
DD15-UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES,Other Separation,0
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,Other Separation,0
DD21-WASHINGTON HEADQUARTERS SERVICES,Other Separation,0
DD23-OFFICE OF ECONOMIC ADJUSTMENT,Other Separation,0
DD25-DEFENSE LEGAL SERVICES AGENCY,Other Separation,0
DD26-OFFICE OF THE INSPECTOR GENERAL,Other Separation,0
DD27-MISSILE DEFENSE AGENCY,Other Separation,0
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,Other Separation,0
DD34-DEFENSE COMMISSARY AGENCY,Other Separation,0
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,Other Separation,0
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,Other Separation,0
DD53-DEFENSE POW/MIA ACCOUNTING AGENCY,Other Separation,0
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,Other Separation,0
DD60-DEFENSE HEALTH AGENCY,Other Separation,0
DD61-DEFENSE THREAT REDUCTION AGENCY,Other Separation,0
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,Other Separation,0
DD65-PENTAGON FORCE PROTECTION AGENCY,Other Separation,0
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,Other Separation,0
DD69-NATIONAL DEFENSE UNIVERSITY,Other Separation,0
DD71-DEFENSE MICROELECTRONICS ACTIVITY,Other Separation,0
DD74-DEFENSE TECHNICAL INFORMATION CENTER,Other Separation,0
DD77-BUSINESS TRANSFORMATION AGENCY,Other Separation,0
DD80-DEFENSE MEDIA ACTIVITY,Other Separation,0
DD81-DEFENSE ACQUISITION UNIVERSITY,Other Separation,0
DD82-NATIONAL RECONNAISSANCE OFFICE,Other Separation,0
DF00-OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS,Other Separation,0
DG00-NORTHERN BORDER REGIONAL COMMISSION,Other Separation,0
"DJ01-OFFICES, BOARDS AND DIVISIONS",Other Separation,0
DJ02-FEDERAL BUREAU OF INVESTIGATION,Other Separation,0
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,Other Separation,0
